id,title,published_at,description,salary_from,salary_to,salary_currency,experience_hh,area_id,skills_raw
120674337,Персональный водитель руководителя,2025-05-19T07:50:55+0300,"<p>В компанию малого бизнеса требуется персональный водитель для сопровождения руководителя компании (женщина).</p> <p><strong>Обязанности:</strong></p> <ul> <li>Обеспечение поездки руководителя по заданным маршрутам с соблюдением комфортного вождения и требований безопасности;</li> <li>Планирование оптимальных маршрутов движения;</li> <li>Контроль за чистотой и техническим состоянием автомобиля;</li> <li>Контроль наличия в автомобиле напитков и одноразовой посуды;</li> <li>Оперативное выполнение поручений руководителя делового и личного характера;</li> <li>Поездки по Москве, МО, возможны редкие командировки (до 500 км);</li> <li>Соблюдение нормативов персонального водителя (открывать дверь пассажиру).</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Проживание рядом с метро Калужская (машина не домашняя);</li> <li>Опыт работы персональным водителем первого лица компании от 5 лет (наличие рекомендаций);</li> <li>Готовность выполнять личные поручения руководителя;</li> <li>Навыки и знания должностных инструкций персонального водителя – обязательны;</li> <li>Хорошее знание Москвы и МО;</li> <li>Пунктуальность, презентабельный внешний вид.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Оклад от 138 500 рублей до вычета;</li> <li>Управление автомобилем представительского класса Merсedes-Benz;</li> </ul> <ul> <li>Подача автомобиля к 8:00. Понедельник-четверг на ул. Пилюгина. Далее в офис. м. Калужская, пятница и понедельник - отвозить/забирать в г.Красногорск. Поездки в течение дня;</li> <li>Оформление по ТК РФ;</li> <li>График работы 5/2;</li> <li>Работа в стабильной компании.</li> </ul>",138000.0,138000.0,RUR,От 3 до 6 лет,1,"Вождение автомобилей представительского класса, Исполнение личных поручений руководителя, Персональный водитель"
120675912,Охранник-водитель руководителя,2025-05-19T08:12:01+0300,"<p><strong>Обязанности:</strong></p> <ul> <li>осуществление функций водителя и личного охранника, а также выполнение личных/служебных поручений руководителя;</li> <li>сопровождение руководителя в деловых поездках, встреча в аэропорту;</li> <li>обеспечение охраны руководителя;</li> <li>профессиональное вождение автомобиля представительского класса;</li> <li>обеспечение комфортности и безопасности вождения;</li> <li>контроль технического состояния автомобиля и обслуживание;</li> <li>обеспечение чистоты автомобиля и постоянной готовности транспорта к работе;</li> <li>соблюдение конфиденциальности.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>отличное знание дорог Москвы и МО, уверенный стиль вождения;</li> <li>наличие опыта работы охранником от 3 лет;</li> <li>умение водить автомобили представительского класса и опыт - не менее 5-ти лет;</li> <li>знание технических характеристик автомобилей и их обслуживания</li> <li>наличие рекомендаций.</li> <li>командировки</li> <li>работа с клиентом №1, № 2;</li> <li>предпочтительно иметь разрешение на ношение оружия.</li> </ul> <p><strong>Личные качества: </strong>порядочность, внимательность,<strong> </strong>ответственность, пунктуальность, стрессоустойчивость, бдительность, грамотная речь, опрятность и умение соблюдать конфиденциальность;</p> <p><strong>Условия:</strong></p> <ul> <li>график работы: гибкий, две недели работы – одна неделя выходная (обсуждается на собеседовании);</li> <li>постоянные командировки (разъездной характер работы).</li> <li>Корпоративный социальный пакет (питание, корпоративные мероприятия, спорт, - корпоративная мобильная связь, отдых).<br /><br /><strong>Напишите в сопроводительном письме, почему мы наймём именно Вас (ваши преимущества).<br /><br />ЖДЁМ ВАМ ОТКЛИК!</strong></li> </ul> <p> </p>",200000.0,,RUR,От 3 до 6 лет,1,"Исполнение личных поручений руководителя, Умение работать в команде, Грамотная речь, Деловое общение, Умение работать в коллективе, Водительское удостоверение категории B, Мобильность"
120703896,Ведущий специалист финансового отдела,2025-05-19T12:54:31+0300,"<strong>Обязанности:</strong> <ul> <li> <p>Формирование, согласование реестров платежей, контроль предоставления полного пакета документов на оплату.</p> </li> <li> <p>Формирование ежедневного отчета об оплате счетов,</p> </li> <li>Формирование ежеквартального отчета по работе с дебиторской задолженностью и отчета по исполнению,</li> <li>Формирование ежемесячного отчета о целевом использовании авансовых средств</li> <li>проверка проектов соглашений о проведении зачета взаимных требований</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы в финансовом отделе, казначействе, бухгалтерии, планово-экономическом отделе (опыт работы в строительстве будет вашим преимуществом)</li> <li>Опыт работы по долгосрочному планированию БДДС, БДР (3-5 лет)</li> <li>Опыт работы по проведению платежей и работы с Дт задолженностью</li> <li>Опытный пользователь 1С, MS Office, Excel (работа с большим объемом данных, сводные таблицы)</li> </ul> <strong>Условия:</strong> <ul> <li>Полный рабочий день с 08:00-17:00, 5/2;</li> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>Официальная з/п, 2 раза в месяц;</li> <li>Возможность профессионального и карьерного роста;</li> <li>Работа в крупной, стабильно-развивающейся строительной компании, являющейся генеральным подрядчиком по реализации объекта «Нефтяной терминал «Порт Бухта Север»;</li> <li>Место работы: г. Красноярск, ул. Парижской Коммуны, 41.</li> </ul>",120000.0,,RUR,От 3 до 6 лет,54,"Финансовый контроль, Бюджетирование, Движение денежных средств, Контроль дебиторской задолженности, 1С: Предприятие 8"
120705053,Секретарь,2025-05-19T13:08:18+0300,"<strong>Обязанности:</strong> <ul> <li> <p>регистрировать и оформлять документы;</p> </li> <li> <p>принимать поступающую на имя руководителя корреспонденцию и систематизировать ее;</p> </li> <li> <p>организовать хранение документов, следит за их сохранностью;</p> </li> <li> <p>готовить документы в архив.</p> <p> </p> </li> </ul> <p><strong>Требования: </strong></p> <p>Должен знать:</p> <ul> <li>организацию делопроизводства; </li> <li>методы оформления и обработки документов;</li> <li>стандарты унифицированной системы организационно-распорядительной документации;</li> <li>основы этики и эстетики;</li> <li>правила делового общения;</li> <li>высокая степень ответственности и самостоятельности.</li> </ul> <strong>Условия:</strong> <ul> <li>официальное оформление по Трудовому кодексу Российской Федерации;</li> <li>социальный пакет;</li> <li>отпуск 34 дня;</li> <li>дружный коллектив и поддержка на всех этапах работы;</li> <li>квартальное премирование;</li> <li>график работы пн.-чт. с 08:00 до 17:00, обед с 12:00 до 13:00, пятница с 08:00 до 16:00, обед с 12:00 до 13:00;</li> <li>работа в Управляющем ЦЗН Краснодарского края;</li> <li>ежегодная индексация заработной платы;</li> <li>материальная помощь к отпуску;</li> <li>профсоюзная организация ведет активную работу для сотрудников. Присоединяйся к нам и стань частью нашей команды профессионалов Мы с нетерпением ждем твоего ответа! </li> </ul>",63000.0,,RUR,От 3 до 6 лет,53,"Деловые коммуникации, Электронный документооборот, Делопроизводство, Организация работы приемной, Входящая корреспонденция, Взаимодействие с курьерскими службами, Составление документации, Хранение документов"
120709894,Управляющий транспортной логистикой,2025-05-19T14:08:14+0300,"<p>Компания ищет заряженного управляющего транспортной логистикой для развития парка и организации доставки по России.</p> <p><strong>Что предстоит делать:</strong><br />Организация логистики: планирование маршрутов и загрузки транспорта, контроль сроков доставки и сохранности грузов, взаимодействие с клиентами и подрядчиками<br />Управление автопарком: контроль исправности машин (ТО, ремонты, страховки), оптимизация затрат на ГСМ и обслуживание<br />Команда и процессы: участие в найме водителей, внедрение системы учета и отчетности<br />Развитие бизнеса: помощь в привлечении клиентов, если не хватает заказов, анализ рынка и поиск новых направлений доставки, увеличение прибыльности логистики</p> <p><strong>Мы ждем от кандидата:</strong><br />Опыт в управлении транспортной логистикой от 2 лет<br />Знание документооборота (ТТН, путевые листы, договоры)<br />Навыки участия в подборе и управления персоналом<br />Готовность работать на результат (возможен % от прибыли)<br />Умение решать проблемы (поломки, задержки, нехватка рейсов)<br />Базовые знания продаж (чтобы помогать при недогрузе)</p> <p><strong>Что мы предлагаем:</strong><br />Конкурентную зарплату (оклад + бонусы за выполнение KPI)<br />Возможность вырасти до директора по логистике<br />Свободу действий – ваши идеи будут реализованы</p> <p>P.S. Если вы энергичный, амбициозный и готовы развивать транспортное направление – будем рады знакомству!</p> <p> </p>",,,,От 1 года до 3 лет,1,
120715213,Руководитель центра обучения и развития персонала,2025-05-19T15:07:21+0300,"<p> </p> <p><strong>Мы в поиске Руководителя центра обучения и развития персонала в нашу команду.</strong></p> <p><strong>Вместе с нами тебе предстоит:</strong></p> <ul> <li>Управлять проектами компании в области обучения и развития персонала.</li> <li>Автоматизировать и развивать процессы обучения: внедрять системы дистанционного обучения.</li> <li>Выявлять потребности в обучении, управлять разработкой и внедрением обучающих программ, курсов для ЛМС.</li> <li>Определять стратегии обучения и развития персонала компании.</li> <li>Управлять эффективностью программ обучения: оцифровкой показателей, аналитикой, внедрением изменений.</li> <li>Осуществлять операционное управление центром обучения и развития: управлять командой, ставить и контролировать исполнение задач, мотивировать и развивать членов команды.</li> <li>Консультировать руководителей подразделений и ТОП менеджмент о программах обучения и развития персонала, по вопросам оценки, обучения и развития кадрового потенциала.</li> </ul> <p><strong>Какие знания и навыки для нас важны:</strong></p> <ul> <li>Опыт в сфере оценки и развития персонала - от 3-х лет.</li> <li>Опыт управления – от года.</li> <li>Опыт разработки и внедрения систем обучения и развития персонала.</li> <li>Опыт управления проектами автоматизации систем обучения, оценки и развития персонала.</li> <li>Умение разговаривать с бизнесом на языке цифр и логики.</li> <li>Ответственность, внимание к деталям, развитые коммуникативные навыки.</li> <li>Знание правил делового общения и переписки, эмоциональный интеллект.</li> <li>Высшее образование (управление персоналом, менеджмент, психология, педагогика).</li> </ul>",,,,Более 6 лет,1,"СДО, LMS-системы, Автоматизация процессов, Обучение и развитие персонала, Управление знаниями‎, Системное мышление"
120705200,Руководитель проектов,2025-05-19T13:09:50+0300,"<p><strong>Фонд инфраструктурных и образовательных программ (ФИОП) РОСНАНО</strong> — драйвер инноваций, создающий экосистему для развития высокотехнологичных проектов и образовательных инициатив. Мы поддерживаем стартапы, инфраструктурные проекты и программы подготовки кадров, формируя будущее технологической индустрии. Присоединяйтесь, чтобы управлять знаковыми проект и оставить след в развитии инноваций!</p> <p>Кто нам нужен: </p> <p>Мы ищем опытного финансового руководителя проектов — лидера, который обеспечит эффективное управление бюджетом и финансами инфраструктурных и образовательных инициатив. Если вы готовы вести сложные проекты и влиять на успех инновационной экосистемы, эта роль для вас!</p> <p><strong>Задачи: </strong></p> <ul> <li>Управлять финансовым планированием и бюджетированием инфраструктурных и образовательных проектов Фонда. </li> <li>Контролировать денежные потоки, оптимизировать расходы и обеспечивать финансовую дисциплину. </li> <li>Анализировать экономическую эффективность проектов, готовить финансовые модели и прогнозы. </li> <li>Координировать взаимодействие с инвесторами, партнёрами и грантодателями, представляя финансовые аспекты проектов. </li> <li>Готовить отчёты для руководства и внешних стейкхолдеров, обеспечивая прозрачность и точность данных. </li> <li>Руководить проектными командами, обеспечивая синергию между финансовыми и операционными задачами. </li> <li>Участвовать в разработке стратегий привлечения финансирования для новых инициатив. </li> </ul> <p><strong>Кого мы ищем: </strong></p> <ul> <li>Профессионала с высшим образованием в финансах, экономике или управлении (наличие MBA, ACCA, CFA — преимущество). </li> <li>Эксперта с опытом работы от 5 лет в управлении проектами, желательно в инвестиционных фондах, венчурных компаниях или образовательных программах. </li> <li>Специалиста, владеющего инструментами финансового моделирования, MS Excel (продвинутый уровень) и BI-системами, а также с навыком разработки презентаций.</li> <li>Лидер с навыками управления проектами (методология PMBOK) и командами, способного работать в условиях многозадачности. </li> <li>Проактивного стратега, ориентированного на результат и инновационные подходы. </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Условия найма обсуждаются индивидуально с успешным кандидатом (оклад + премия)</li> <li>Оформление по ТК РФ, ДМС</li> <li>Комфортный офис в шаговой доступности от м.Академическая</li> <li>График работы: 5/2 с 9:30 до 18:30</li> </ul>",,,,От 3 до 6 лет,1,
120719029,Персональный водитель,2025-05-19T15:51:22+0300,"<p><strong>Какой будет функционал</strong></p> <ul> <li>Работа семейным водителем (без сопровождения детей).</li> <li>Своевременная подача автомобиля.</li> <li>Заблаговременное планирование оптимального маршрута.</li> <li>Обеспечение безопасного и профессионального вождения, гарантируя сохранность жизни и здоровья пассажира.</li> <li>Поддержание автомобиля в чистоте и исправном состоянии.</li> </ul> <p><strong>Наши пожелания к кандидату</strong></p> <ul> <li>Знание маршрутов Москвы и умение их оптимально применять в работе.</li> <li>Стаж вождения не менее 10 лет.</li> <li>Опыт работы в качестве семейного водителя не менее 3 лет.</li> <li>Соблюдение правил дорожного движения.</li> <li>Личные качества: ответственность, работоспособность, неконфликтность, опрятность, аккуратность, вежливость и пунктуальность. Корректность и тактичность в общении.</li> <li>Готовность к редким командировкам (1-2 раза в год).</li> </ul> <p><strong>Что предлагаем мы</strong></p> <ul> <li>Начало и окончание рабочего дня в центре Москвы.</li> <li>График работы обсуждается индивидуально.</li> </ul> <p><em><strong>При отклике просим указывать желаемый уровень заработной платы</strong></em></p>",,,,Более 6 лет,1,
119930998,Ассистент продакшн отдела SELFMADE,2025-05-18T18:29:06+0300,"<p><strong>SELFMADE — это бренд для девушек, которые любят жизнь и умеют без повода создавать себе праздник внутри и снаружи.</strong></p> <p><strong>Мы создаем стильную и качественную женскую одежду </strong><strong>и приглашаем в свою команду Ассистента продакшн отдела. </strong></p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Работа со съемочными образцами, обувью, реквизитом (поддержание порядка, уход, бережное хранение);</p> </li> <li> <p>Сбор вещей на съёмки;</p> </li> <li> <p>Помощь при подготовке съемок, заказ реквизита;</p> </li> <li> <p>Организация доставок документов, вещей;</p> </li> <li> <p>Оперативное выполнение поручений от отдела продакшн;</p> </li> <li> <p>Помощь в поиске и подборе локаций, моделей, стилистов, визажистов и других участников команды под задачи съемки;</p> </li> <li> <p>Помощь на съёмочной площадке;</p> </li> <li> <p>Ведение отчетности по затратам, согласование договоров и оплата подрядчиков, документооборот.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Работа в офисе 5/2;</p> </li> <li> <p>Владение пакетом MS Office;</p> </li> <li> <p>Ответственность, лёгкость на подъём, активность;</p> </li> <li> <p>Развитые коммуникативные навыки.</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li> <p>Возможность работать в креативной и динамичной среде модной индустрии;</p> </li> <li> <p>Скидки на продукцию бренда;</p> </li> <li> <p>Профессиональное развитие и возможность карьерного роста;</p> </li> <li> <p>Приятный коллектив и вдохновляющая рабочая атмосфера;</p> </li> <li> <p>Офис в центре Москвы (метро Чистые пруды) и официальное трудоустройство.</p> </li> </ul> <p><strong>Если Вы хотите стать частью команды SELFMADE - ждем Ваше резюме (желательно наличие сопроводительного письма)</strong></p>",80000.0,,RUR,От 1 года до 3 лет,1,"Документооборот, Организаторские навыки"
120678655,Инженер по персоналу-делопроизводитель,2025-05-19T08:50:18+0300,"<strong>Обязанности:</strong> <ul> <li>Ведет табельный учет фактического времени пребывания работников на предприятии.</li> <li> <p>Контролирует своевременную явку на работу и своевременный уход с неё работниками, нахождение на рабочих местах.</p> </li> <li> <p>В определенном порядке представляет табель, содержащий сведения о фактически отработанном времени, сверхурочных часах работы, нарушениях трудовой дисциплины и т.д.</p> </li> <li> <p>Осуществляет контроль за своевременностью представления работниками листков о временной нетрудоспособности, справок по уходу за больными и других документов, являющихся подтверждением права на их отсутствие на работе.</p> </li> <li>Отправлять исполненную документацию по адресатам.</li> <li>Вести учет получаемой и отправляемой корреспонденции, систематизировать и хранить документы текущего архива.</li> <li>Контролировать сохранность проходящей служебной документации.</li> </ul> <p>Осуществляет контроль за состоянием трудовой дисциплины и соблюдением работниками правил внутреннего трудового распорядка; – составляет установленную отчетность; – выполняет правила по охране труда и пожарной безопасности.<br /><br /><strong>Требования:</strong></p> <ul> <li>среднее профессиональное образование;</li> <li>стаж работы по профилю не менее 3 лет;</li> </ul>",140000.0,140000.0,RUR,От 1 года до 3 лет,99,
120681979,Газоэлектросварщик,2025-05-19T09:27:50+0300,"<p><strong>Приглaшaeм кандидатов нa вакансию Свaрщик нa полуaвтoмaт.</strong></p> <p><strong>Maшинocтрoитeльнoe пpедприятие г. Hижний Hовгоpoд !!! Стaбильнaя и дoлгoсpoчная paбота.</strong></p> <p> </p> <p><strong>УCЛОВИЯ И ПPEИМУЩЕCТBA:</strong></p> <p>- Зapaботнaя плата от 100 000 до 180 000 pублей чиcтыми(зaвисит oт гpафикa);</p> <p>- Гpaфик работы 5/2 по 8 часов, 6/1 по 11 часов и дp.;</p> <p>—Eженедельный подъемный аванс за 1-й месяц;</p> <p>—Официальное трудоустройство по ТК РФ;</p> <p>—Иногородним предоставляем проживание;</p> <p>—Спецодежда за счет организации;</p> <p>—Денежное вознаграждение за приведенного друга;</p> <p><strong>Что необходимо делать:</strong></p> <ul> <li>Сварка <strong>оснований автобуса.</strong></li> </ul> <p><strong>Требования к кандидатам:</strong></p> <ul> <li><strong>Удостоверение от 3 разряда обязательно</strong>.</li> <li>Опыт работы не менее 1 года.</li> </ul> <p> </p> <p><strong> Откликайтесь СЕЙЧАС! Звоните, Пишите, Добавляйте в избранное. Ответим вам в рабочее время.</strong></p> <p> </p>",100000.0,180000.0,RUR,От 1 года до 3 лет,66,
120707562,Руководитель филиала,2025-05-19T13:38:33+0300,"<p>Мы <strong>Аскотт Деко Рус</strong>- Компания полного цикла, наша продукция проходит путь от идеи до создания конечного продукта и организации каналов сбыта.</p> <p>Наша продукция:</p> <p><strong>KLEO</strong> - Обойный клей, настенные покрытия, герметики и материалы для ремонта и отделки. Наш клей - лидер продаж в России.</p> <p><strong>В этом году нам исполнится 25 лет!</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Организация работы обособленного подразделения (контроль работы торговых представителей, специалиста сопровождения продаж, кладовщика и водителя, составление и анализ отчетности, координация деятельности внутри подразделения, распределение обязанностей и постановка задач, планирование и прогнозирование показателей, контроль выполнения планов);</li> <li>Зона ответственности: ЮФО + СКФО + Крым + Астраханская и Волгоградские области;</li> <li>В подчинении 6 менеджеров по продажам, 1 менеджер клиентского сервиса, 1 водитель, 1 кладовщик;</li> <li> <p>Поддержание высокого уровня удовлетворённости заказчиков: оперативное решение вопросов, связанных с поставками и хранением;</p> </li> <li> <p>Участие в переговорах, заключение договоров, развитие новых направлений;</p> </li> <li> <p>Построение надёжных деловых связей с ключевыми клиентами и поставщиками;</p> </li> <li> <p>Подготовка бюджета филиала, контроль доходов и расходов, проработка сильной финансовой модели для оценки эффективности;</p> </li> <li> <p>Формирование отчётности перед центральным офисом, участие в стратегических обсуждениях развития компании;</p> </li> <li> <p>Контроль расходных материалов, технического состояния офиса и склада;</p> <p> </p> </li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы на аналогичной должности от 3 лет;</li> <li>Опыт работы на рынке отделочных/строительных материалов (понимание специфики работы с строительными рынками, традиционной розницей, сетевыми клиентами, оптовыми клиентами);</li> <li>Высокие организаторские способности, владение технологиями мотивации и управления персоналом, нацеленность на результат;</li> <li>Ярко выраженные лидерские качества, настойчивость в достижении поставленных целей;</li> <li>Высшее образование;</li> <li>Готовность к командировкам.</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление и работа в соответствии с Трудовым кодексом РФ</li> <li>ДМС по истечению 6 месяцев работы в компании;</li> <li>Предоставляется ГСМ + мобильная связь;</li> <li>Условия дохода обсуждаются индивидуально с успешным кандидатом;</li> <li> <p>График работы 5/2, с 9:00 до 18:00;</p> </li> <li>Работа в стабильной компании с отличной репутацией работодателя;</li> <li>Готовность Компании инвестировать в Ваш профессиональный уровень;</li> <li>Адрес офиса: г. Ростов-на-Дону, ул. Портовая, д. 543, офис 304</li> </ul>",,,,От 3 до 6 лет,76,
120714964,"Руководитель отдела пропускного, внутриобъектового режима",2025-05-19T15:05:01+0300,"<strong>Обязанности:</strong> <ul> <li>Осуществлять контроль за оперативной обстановкой на объектах Компании.</li> <li>Формировать и направлять информационные отчёты о выявленных нарушениях и принятых для их устранения мер на объектах Компании.</li> <li>Проводить инструктажи с сотрудниками охраны ЧОП на объектах Компании.</li> <li>Проводить проверки несения службы с сотрудниками охраны ЧОП на объектах Компании.</li> <li>Организовывать и контролировать техническое обслуживания специальных средств обеспечения безопасности объектов Компании.</li> <li>Участвовать в расследовании инцидентов на основании данных систем видеонаблюдения.</li> <li>Исполнять запросы правоохранительных органов.</li> <li>Проводить рабочие встречи с представителями правоохранительных и иных органов государственной власти.</li> <li>Работать с обращениями сотрудников Компании.</li> <li>Планировать мероприятия по безопасности проведения корпоративных мероприятий в Компании, проводить индивидуальные и групповые инструктажи с сотрудниками по профилактике правонарушений.</li> <li>Проводить индивидуальные беседы с сотрудниками Компании.</li> <li>Готовить информационно-аналитические материалы, отчеты для дирекции корпоративной безопасности.</li> <li>Взаимодействовать с сотрудниками, обеспечивающими проверку объектов Компании на выявление устройств, предназначенных для негласного получения информации.</li> <li>Исполнять иные задачи и указания руководства компании в рамках своих компетенций.</li> <li>Ставить задачи сотрудникам ЧОП и контролировать их исполнение.</li> <li>Проводить ежедневные встречи по оценке деятельности сотрудников ЧОП.</li> <li>Осуществлять отбор новых сотрудников ЧОП.</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование (предпочтительно юридическое).</li> <li>Знание и опыт обеспечения внутриобъектового режима на объектах.</li> <li>Опыт работы в службе безопасности коммерческих структур не менее 3-х лет.</li> <li>Глубокие знания видеонаблюдения, скуд, видеоаналитике и развертыванию таких систем.</li> <li>Навыки проведения инструктажей ЧОП.</li> <li>Опыт подготовки ЛНА в части внутриобъектового режима</li> </ul> <strong>Условия:</strong> <ul> <li>Оформление по ТК РФ, «белая» заработная плата.</li> <li>Наличие столовой в офисе: бесплатный чай/кофе.</li> <li>Хороший пакет ДМС и корпоративная связь.</li> <li>Современный офис в самом центре – около ст. м. «Киевская».</li> </ul>",,,,Более 6 лет,1,
120479150,Middle QA-Инженер,2025-05-13T14:37:45+0300,"<p><strong>О нас</strong><br />Мы ищем инженера по тестированию! Да, именно так называется должность, и ты сможешь стать частью почти музыкального IT коллектива, который помогает бизнесу звучать красиво.</p> <p><strong>Наша миссия</strong><br />Присоединяйтесь к нашей профессиональной команде специалистов по тестированию! Наша миссия - проверка функционирования нашего продукта, оценка всех возможных сценариев работы сервиса в соответствии запросам наших клиентов.</p> <p><strong>Мы ставим перед собой большие цели</strong><br />Узнавать свою музыку в каждом заведении города. Согласись, что классно создавать нужную атмосферу в любимом кафе или ресторане. Именно поэтому мы расширяем нашу команду Тестировщиков.</p> <p><strong>Чем у нас занимаются ребята, и что будешь делать ты</strong></p> <ul> <li>Разрабатывать и поддерживать тестовую документацию (тесткейсы, тестпланы, чеклисты)</li> <li>Проводить ручное тестирование</li> <li>Заниматься анализом и уточнением багов</li> <li>Активно коммуницировать с другими членами нашей яркой команды</li> <li>Ставить и сопровождать задачи, направленные на улучшение продукта и устранение выявленных проблем </li> </ul> <p><strong>Успех в этой роли обеспечат</strong></p> <ul> <li>Принятие активного участия в ручном тестировании релизного цикла приложения</li> <li>Опыт анализа функциональных требований</li> <li>Уверенные знание базовой теории тестирования (тесткейсы, виды тестирования, тест дизайн)</li> <li>Понимание жизненного цикла приложения</li> <li>Оформление баг репортов, анализ багов, работа с клиентскими багами</li> <li>Понимание клиент-серверной архитектуры (http протокол)</li> <li>Умение работать в ТMS, системы баг трекинга (jira и т.д.)</li> </ul>",,,,От 1 года до 3 лет,2,
120677669,Специалист по кадровому делопроизводству,2025-05-19T08:40:45+0300,"<p><em><strong>Компания ЦЕНТРМИГ работает на HR рынке с 2017 года. За 5 лет работы нашими клиентами стали более 300 российских работодателей из разных областей: производство, промышленность, ритейл, общепит, строительство и многие другие направления и отрасли. В нашу команду мы приглашаем менеджера по кадровому делопроизводству</strong></em></p> <p><strong>Обязанности:</strong></p> <ul> <li>Учет личного состава работников, формирование и ведение личных дел работников;</li> <li>Полный цикл кадрового делопроизводства, (прием, перевод, увольнение, отпуск, больничные, командировки сотрудников);</li> <li>Подготовка приказов, распоряжений и прочей документации, ознакомление с ними работников;</li> <li>Работа с гражданско-правовыми договорами: заключение, расторжение, учет;</li> <li>Миграционный учет(контроль сроков разрешительных документов ИГ, подготовка документов для МВД/Сахарово по запросу, уведомления о заключении/расторжении договоров)</li> <li>Ведение воинского учета военнообязанных сотрудников компании;</li> <li>Заполнение, учет и хранения трудовых книжек;</li> <li>Подготовка и выдача справок сотрудникам, по запросу;</li> <li>Работа в программном продукте 1С «ЗУП» версия 8.3.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее профессиональное образование;</li> <li>Отличное знание 1С ЗУП 8.3, Excel, Word;</li> <li>Отличное знание ТК РФ;</li> <li>Развитые коммуникативные навыки, стрессоустойчивость, нацеленность на результат;</li> <li>Грамотная письменная и устная речь;</li> <li>Знание основ миграционного законодательства будет огромным преимуществом.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Трудоустройство с соблюдением норм ТК РФ;</li> <li>График работы 5/2 (пн-пт) с 09-00 до 18-00;</li> <li>Перспективы карьерного роста;</li> <li>Лояльное руководство;</li> <li>Дотация на корпоративное питание.</li> </ul> <p> </p>",150000.0,,RUR,От 1 года до 3 лет,1,"Администрирование приема, перевода и увольнения сотрудников, Открытие зарплатных карт, Оформление трудовых книжек, Оформление кадровых приказов, Организация деловых встреч, Учет рабочего времени, Оформление личных дел, Хранение документов, Воинский учет, Оформление приема на работу, Оформление увольнений, Отчетность в СФР, Оформление отпусков"
